,country,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,clusters
3,American Samoa,1.1638620709983937e-05,3.902048646485744e-05,0.01070863352291324,8.201834618081053e-05,0.5622549019669116,0.1732974780229741,0.07419962334745764,0.15037329815546774,0.8144121365360303,0.09116244958195821,0.2934101088291746,0.8129764801703163,0.285316184340836,0.4727272727272728,0.4727272727272728,2.4697405653944044e-05,0.0001977187663913658,0.25842696629213485,0.872,0.1134020618556701,0.5633074935400515,0.2129032258064516,0.3901709401923077,0.2693333333333333,0.33043478260869563,0.5514354066985647,0.6138002059732235,0.2001574307304786,0.7591036414565824,0.6873156342182889,0.5451779932038834,0.512632594021215,0.5322813169491526,0.5834374276891048,0.4375478927497789,0.29799410026548667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
8,Argentina,0.16261317096502179,0.031407944287258883,0.0006199532532143228,0.03505702150874762,0.5606617647058822,0.08515045707844177,0.0847457627118644,0.31357048748353095,0.6485461441213655,0.019801980198019802,0.43761996161228406,0.8126520681265206,0.19935691318327975,0.5151515151515151,0.5151515151515151,0.02724564307089115,0.02471884640345652,0.3707865168539326,0.918,0.22680412371134023,0.34625322997416014,0.41935483870967744,0.2115384615384615,0.5066666666666666,0.3739130434782608,0.9545454545454546,0.9824922760041195,0.00015743073047858942,0.8151260504201676,0.71976401179941,0.620388349514563,0.549662487945998,0.6060783167738165,0.6321998612074948,0.9045092838196286,0.5530973451327433,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
20,Belize,0.0013431787096758346,0.00026533930796103055,0.0006276545358629478,9.358740539729876e-05,0.5386029411764706,0.02742824952036436,0.2062146892655367,0.19104084321475626,0.6573957016434894,0.17491749174917492,0.26679462571976964,0.7493917274939174,0.3601286173633441,0.38181818181818183,0.38181818181818183,0.00011609353741255821,0.00042273054594916566,0.50561797752809,0.44,0.31958762886597936,0.5142118863049094,0.12258064516129034,0.2756410256410256,0.15288888893333336,0.46956521739130436,0.9222488038277512,0.878475798146241,0.02644836272040302,0.6162464985994396,0.5722713864306785,0.6262135922330097,0.6036644165863067,0.4395090590298071,0.46842470506592643,0.24845269672855874,0.14955752212389378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
24,Bolivia (Plurinational State of),0.06425109335776313,0.007840279925875264,0.0003889147737555689,0.0018276711012570818,0.6047794117647058,0.017315304111727794,0.17796610169491525,0.3557312252964427,0.5259165613147914,0.32233223322332233,0.3666026871401151,0.524330900243309,0.11254019292604503,0.6545454545454545,0.6606060606060606,0.0032888449684069843,0.0037218957531360295,0.4382022471910113,0.685,0.36082474226804123,0.5193798449612403,0.22903225806451616,0.30769230769230765,0.06666666666666667,0.5478260869565217,0.5311004784688995,0.2533470648815654,0.03746851385390428,0.5462184873949578,0.5162241887905605,0.48349514563106794,0.4368370298939248,0.46230274693161894,0.5190839694656488,0.1560271146772767,0.1543362831858407,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
25,"Bonaire, Sint Eustatius and Saba",0.00851614448055081,1.7027121366483247e-05,0.0029765457436936125,7.542065587140381e-05,0.5584558823529411,0.18239263336350803,0.09331450094632769,0.1413263065876153,0.8060682680151706,0.1440410707370737,0.2972488804222649,0.7927818329683698,0.22615219720257235,0.39313131315151517,0.3971717171515152,0.0001351593053453523,0.0003390734599895095,0.6179775280898878,0.747,0.3711340206185567,0.2809646855297158,0.3825806451612903,0.3974358974358974,0.23111111106666668,0.3408695652173913,0.8839712918660287,0.8470992104016477,0.15880562547229218,0.7303454714285713,0.6829891837758115,0.5548220067961165,0.512311154291225,0.5312682641729982,0.5813092759888966,0.43194812847038017,0.30171091442477876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
28,Brazil,0.49804915662109434,0.14848146455946581,0.0009588096897538284,0.09827553562572579,0.4466911764705882,0.04950654660570319,0.07344632768361582,0.24637681159420288,0.7218710493046776,0.16501650165016502,0.37428023032629554,0.6922141119221411,0.3890675241157557,0.6121212121212122,0.6181818181818182,0.08741701789680983,0.06114301716703858,0.35955056179775285,0.8570000000000001,0.24742268041237114,0.2635658914728682,0.32903225806451614,0.4358974358974359,0.2533333333333333,0.43478260869565216,0.8564593301435406,0.5005149330587023,0.0009445843828715365,0.7759103641456584,0.6843657817109143,0.6592233009708737,0.6133076181292189,0.5587375803623612,0.5891741845940319,0.5190097259062776,0.3663716814159292,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
34,Cabo Verde,0.00023587214735359404,0.00038665754769722367,0.0052176189944435234,8.704515786360135e-05,0.5441176470588235,0.017335381195921044,0.134180790960452,0.20816864295125165,0.7054361567635904,0.297029702970297,0.18234165067178504,0.6690997566909975,0.32797427652733124,0.38787878787878793,0.38787878787878793,1.3685823516114586e-05,0.0002151436217028351,0.3932584269662922,0.655,0.3298969072164949,0.48320413436692505,0.14516129032258068,0.2115384615384615,0.04,0.34782608695652173,0.7799043062200957,0.529351184346035,0.15443954659949624,0.65266106442577,0.6578171091445428,0.5922330097087378,0.5747348119575698,0.5359438924605494,0.5232477446217905,0.2175066312997347,0.15132743362831858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
42,Chile,0.04422102711588077,0.012808652047937021,0.0009318552004836405,0.013348569008098249,0.5588235294117646,0.07836971714340886,0.05508474576271186,0.3794466403162055,0.6118836915297092,0.10341034103410342,0.401151631477927,0.7445255474452555,0.20900321543408362,0.4666666666666667,0.4666666666666667,0.02826075363582779,0.026138616502049197,0.35955056179775285,0.895,0.2371134020618557,0.22739018087855295,0.43870967741935485,0.4038461538461538,0.09333333333333332,0.33913043478260874,1.0,0.9062821833161689,0.00031486146095717883,0.857142857142857,0.8377581120943955,0.525242718446602,0.48312439729990353,0.5534774985388662,0.6086051353226926,0.8293545534924844,0.7256637168141593,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
46,Colombia,0.06677573828333035,0.03480982124360418,0.0016981328240218408,0.016191896317574003,0.5735294117647058,0.03490814438730349,0.096045197740113,0.3952569169960474,0.5600505689001265,0.14631463146314633,0.2802303262955854,0.7737226277372263,0.32797427652733124,0.48484848484848486,0.49090909090909096,0.01465091003647508,0.019927455704417556,0.3707865168539326,0.7640000000000001,0.2989690721649485,0.3100775193798449,0.2967741935483871,0.36538461538461536,0.1395555556,0.3043478260869565,0.8229665071770336,0.6694129763130794,0.007399244332493703,0.7478991596638653,0.6607669616519174,0.6378640776699027,0.5998071359691418,0.554646405610754,0.5725190839694656,0.524314765694076,0.4469026548672566,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
49,Cook Islands,1.3802585364604065e-05,1.1351414244322164e-05,0.002784013677477984,1.4470564460127357e-05,0.6176470588235293,0.0825179970392206,0.11440677966101695,0.06587615283267456,0.8596713021491783,0.045104510451045104,0.1861804222648752,0.9452554744525546,0.2540192926045016,0.34545454545454546,0.34545454545454546,6.6069492836415245e-06,4.311762666358472e-05,0.12359550561797752,0.745,0.21649484536082475,0.39793281653746765,0.38064516129032255,0.12179487179487178,0.17600000000000002,0.25217391304347825,0.971291866028708,0.9752832131822862,0.16699202345717884,0.8095238095238091,0.7050147492625372,0.5184466019417475,0.5091610414657667,0.4880187025131501,0.4906315058986815,0.43236074270557023,0.34601769911504426,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
