,country,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,clusters
1,Albania,0.0016813420511086342,0.002078018270101226,0.004112484934365818,0.000638035462862627,0.5643382352941175,0.022673523581421138,0.3163841807909604,0.2898550724637681,0.46523388116308473,0.45324532453245325,0.3128598848368522,0.413625304136253,0.4983922829581995,0.6060606060606061,0.6060606060606061,0.0009259167496074765,0.0020749802192331288,0.24719101123595508,0.574,0.3505154639175258,0.15245478036175703,0.535483870967742,0.28205128205128205,0.17333333333333334,0.2173913043478261,0.9461722488038278,0.8990731204943357,0.04659949622166247,0.8179271708683473,0.8200589970501473,0.6388349514563105,0.6007714561234331,0.5020455873758036,0.6002775850104094,0.5968169761273209,0.42212389380530974,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4,Andorra,2.7371228604384333e-05,5.3919217660530275e-05,0.006303499847899667,0.00015407547369614532,0.5312499999999999,0.23473595386522256,0.007062146892655367,0.08959156785243744,0.9317319848293298,0.03667033369636964,0.3000639794625719,0.8551500405109488,0.3526259379421222,0.43353535333333326,0.4375757575757576,4.719249488315374e-05,0.0006018687268298321,0.0786516853932584,0.851,0.13402061855670103,0.07493540051679587,0.535483870967742,0.423076923076923,0.49333333333333335,0.19999999999999996,1.0,1.0,0.12390848027392948,0.8423902893557422,0.8092428710914454,0.5429126213592232,0.5026036644165862,0.5443600233781414,0.5907934304649549,0.4724432655172413,0.2988200590265486,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,Anguilla,5.322183339741398e-06,9.932487463781894e-06,0.0063766620330616055,1.5912076628569165e-05,0.5698529411764706,0.12834630372022465,0.03248587570621469,0.1541501976284585,0.8482932996207332,0.06615328199119913,0.2932821497120921,0.8268450933090025,0.33633440514469454,0.3826262626060606,0.3826262626060606,9.438498976630749e-07,6.801027710854085e-05,0.3932584269662922,1.0,0.24742268041237114,0.3049095607235142,0.16774193548387095,0.34230769230769226,0.22933333333333333,0.3826086956521739,0.9748803827751196,0.9027806385169929,0.18019521410579345,0.8009337067226887,0.7636184858407078,0.5563754048543688,0.5209257473481196,0.5435807520163647,0.5931529030534352,0.4294724432360742,0.27587020646017696,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7,Antigua and Barbuda,2.5850604793029647e-05,7.165580241728366e-05,0.00892193594843221,7.335079226340418e-05,0.5919117647058822,0.08633146203098603,0.026836158192090395,0.18840579710144928,0.820480404551201,0.09072240557755777,0.3033909149712091,0.7931873479318734,0.36548767427652734,0.32727272727272727,0.32727272727272727,2.8787421878723783e-05,0.00021781069139336612,0.3820224719101124,0.23800000000000002,0.030927835051546393,0.3204134366925064,0.2741935483870968,0.2564102564102564,0.184,0.37855072460869565,0.8971291866028708,0.9114315139031927,0.001889168765743073,0.7703081232492994,0.752212389380531,0.4679611650485436,0.45130183220829323,0.5680888369374635,0.61970853573907,0.2696728558797524,0.1247787610619469,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8,Argentina,0.16261317096502179,0.031407944287258883,0.0006199532532143228,0.03505702150874762,0.5606617647058822,0.08515045707844177,0.0847457627118644,0.31357048748353095,0.6485461441213655,0.019801980198019802,0.43761996161228406,0.8126520681265206,0.19935691318327975,0.5151515151515151,0.5151515151515151,0.02724564307089115,0.02471884640345652,0.3707865168539326,0.918,0.22680412371134023,0.34625322997416014,0.41935483870967744,0.2115384615384615,0.5066666666666666,0.3739130434782608,0.9545454545454546,0.9824922760041195,0.00015743073047858942,0.8151260504201676,0.71976401179941,0.620388349514563,0.549662487945998,0.6060783167738165,0.6321998612074948,0.9045092838196286,0.5530973451327433,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10,Aruba,1.0527395617070897e-05,7.378419258809407e-05,0.02251469982325556,0.0001479767683681223,0.5183823529411764,0.1527092548862604,0.007062146892655367,0.15019762845849804,0.8748419721871049,0.0044004400440044,0.23032629558541262,0.9586374695863745,0.3288317257234727,0.4105050503030303,0.4105050503030303,4.4832870138996054e-05,0.0004960749624387685,0.31460674157303375,0.41500000000000004,0.09278350515463918,0.1653746770025839,0.5580645161290323,0.3277777777564102,0.2355555556,0.45217391304347826,0.9724880382775121,0.976313079299691,0.10102854743387908,0.7591036414565824,0.7404129793510328,0.674757281553398,0.6354869816779171,0.6165984804208066,0.6800832755031229,0.18390804597701144,0.0743362831858407,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11,Australia,0.4498742151680354,0.01734637989210481,0.00011936988105368948,0.06824040985517515,0.5606617647058822,0.3023827365420057,0.03531073446327684,0.2964426877470356,0.7104930467762326,0.027502750275027507,0.3685220729366602,0.849148418491484,0.16720257234726693,0.4666666666666667,0.4666666666666667,0.08949112804692444,0.08419272245583778,0.4269662921348315,0.8940000000000001,0.27835051546391754,0.19379844961240306,0.6,0.5064102564102564,0.4533333333333333,0.3652173913043478,1.0,1.0,0.04157220823362721,0.9439775910364145,0.9557522123893807,0.5456310679611649,0.4734811957569913,0.7422559906487434,0.8952116585704373,0.9345711759504861,0.6584070796460177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,Austria,0.004905239987774184,0.006197162714009631,0.004077829162447005,0.02089826721920937,0.5349264705882353,0.25966283489609815,0.018361581920903956,0.3201581027667984,0.7016434892541088,0.04950495049504951,0.4529750479846449,0.7712895377128954,0.18971061093247593,0.4484848484848485,0.4484848484848485,0.0686664958298352,0.06636469510948322,0.3258426966292135,0.66,0.16494845360824745,0.06718346253229973,0.7322580645161291,0.6217948717948717,0.6933333333333334,0.391304347826087,1.0,1.0,0.010191015947732997,0.9187675070028007,0.9026548672566372,0.5466019417475729,0.4869816779170685,0.5318527177089422,0.6252602359472589,0.7833775419982316,0.6486725663716814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14,Bahamas,0.0008152883050109351,0.00027952857576643325,0.0015171526817791502,0.0004890607245317373,0.48529411764705876,0.1338828549377522,0.022598870056497175,0.11462450592885376,0.8950695322376739,0.0407040704070407,0.23416506717850283,0.9197080291970803,0.46302250803858525,0.593939393939394,0.593939393939394,0.00017225260632351116,0.0012904172186019222,0.4157303370786517,0.8290000000000001,0.27835051546391754,0.23255813953488375,0.3580645161290323,0.3974358974358974,0.2071111110666667,0.391884058,0.9043062200956937,0.917610710607621,0.04506717045025189,0.7675070028011202,0.7138643067846608,0.5372168281553398,0.4939247830279653,0.5380479251899474,0.5770992366412213,0.3692307692307692,0.2156932153097345,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
17,Barbados,2.5207263949764204e-05,0.00020219706622698854,0.025583660958732674,0.00024128695988687455,0.5330882352941175,0.09025771299571946,0.02401129943502825,0.1067193675889328,0.9013906447534766,0.0286028602860286,0.3320537428023032,0.8710462287104623,0.35369774919614155,0.32727272727272727,0.32727272727272727,0.00024398519854590484,0.0007201088164433737,0.2921348314606742,0.315,0.13402061855670103,0.1963824289405685,0.6,0.3846153846153846,0.2071111110666667,0.48695652173913034,0.9545454545454546,0.96086508753862,0.10102854743387908,0.7563025210084031,0.7404129793510328,0.46893203883495144,0.3847637415621986,0.6084161309175921,0.6634281748785567,0.7957559681697611,0.347787610619469,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
