,country,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,clusters
3,American Samoa,1.1638620709983937e-05,3.902048646485744e-05,0.01070863352291324,8.201834618081053e-05,0.5622549019669116,0.1732974780229741,0.07419962334745764,0.15037329815546774,0.8144121365360303,0.09116244958195821,0.2934101088291746,0.8129764801703163,0.285316184340836,0.4727272727272728,0.4727272727272728,2.4697405653944044e-05,0.0001977187663913658,0.25842696629213485,0.872,0.1134020618556701,0.5633074935400515,0.2129032258064516,0.3901709401923077,0.2693333333333333,0.33043478260869563,0.5514354066985647,0.6138002059732235,0.2001574307304786,0.7591036414565824,0.6873156342182889,0.5451779932038834,0.512632594021215,0.5322813169491526,0.5834374276891048,0.4375478927497789,0.29799410026548667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
20,Belize,0.0013431787096758346,0.00026533930796103055,0.0006276545358629478,9.358740539729876e-05,0.5386029411764706,0.02742824952036436,0.2062146892655367,0.19104084321475626,0.6573957016434894,0.17491749174917492,0.26679462571976964,0.7493917274939174,0.3601286173633441,0.38181818181818183,0.38181818181818183,0.00011609353741255821,0.00042273054594916566,0.50561797752809,0.44,0.31958762886597936,0.5142118863049094,0.12258064516129034,0.2756410256410256,0.15288888893333336,0.46956521739130436,0.9222488038277512,0.878475798146241,0.02644836272040302,0.6162464985994396,0.5722713864306785,0.6262135922330097,0.6036644165863067,0.4395090590298071,0.46842470506592643,0.24845269672855874,0.14955752212389378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
25,"Bonaire, Sint Eustatius and Saba",0.00851614448055081,1.7027121366483247e-05,0.0029765457436936125,7.542065587140381e-05,0.5584558823529411,0.18239263336350803,0.09331450094632769,0.1413263065876153,0.8060682680151706,0.1440410707370737,0.2972488804222649,0.7927818329683698,0.22615219720257235,0.39313131315151517,0.3971717171515152,0.0001351593053453523,0.0003390734599895095,0.6179775280898878,0.747,0.3711340206185567,0.2809646855297158,0.3825806451612903,0.3974358974358974,0.23111111106666668,0.3408695652173913,0.8839712918660287,0.8470992104016477,0.15880562547229218,0.7303454714285713,0.6829891837758115,0.5548220067961165,0.512311154291225,0.5312682641729982,0.5813092759888966,0.43194812847038017,0.30171091442477876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
34,Cabo Verde,0.00023587214735359404,0.00038665754769722367,0.0052176189944435234,8.704515786360135e-05,0.5441176470588235,0.017335381195921044,0.134180790960452,0.20816864295125165,0.7054361567635904,0.297029702970297,0.18234165067178504,0.6690997566909975,0.32797427652733124,0.38787878787878793,0.38787878787878793,1.3685823516114586e-05,0.0002151436217028351,0.3932584269662922,0.655,0.3298969072164949,0.48320413436692505,0.14516129032258068,0.2115384615384615,0.04,0.34782608695652173,0.7799043062200957,0.529351184346035,0.15443954659949624,0.65266106442577,0.6578171091445428,0.5922330097087378,0.5747348119575698,0.5359438924605494,0.5232477446217905,0.2175066312997347,0.15132743362831858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
49,Cook Islands,1.3802585364604065e-05,1.1351414244322164e-05,0.002784013677477984,1.4470564460127357e-05,0.6176470588235293,0.0825179970392206,0.11440677966101695,0.06587615283267456,0.8596713021491783,0.045104510451045104,0.1861804222648752,0.9452554744525546,0.2540192926045016,0.34545454545454546,0.34545454545454546,6.6069492836415245e-06,4.311762666358472e-05,0.12359550561797752,0.745,0.21649484536082475,0.39793281653746765,0.38064516129032255,0.12179487179487178,0.17600000000000002,0.25217391304347825,0.971291866028708,0.9752832131822862,0.16699202345717884,0.8095238095238091,0.7050147492625372,0.5184466019417475,0.5091610414657667,0.4880187025131501,0.4906315058986815,0.43236074270557023,0.34601769911504426,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
50,Costa Rica,0.0029886106446240157,0.0034799179292750136,0.003696615671340061,0.002934308904414714,0.5845588235294117,0.06419057168316236,0.07203389830508473,0.23056653491436102,0.7395701643489255,0.1254125412541254,0.32821497120921306,0.7664233576642335,0.26688102893890675,0.5636363636363636,0.5757575757575758,0.004675832393022873,0.0068103624547709435,0.3820224719101124,0.768,0.40206185567010316,0.26098191214470284,0.36129032258064514,0.5,0.16,0.5391304347826087,0.9425837320574162,0.9207003089598352,0.0034634760705289673,0.868347338935574,0.8525073746312684,0.6174757281553398,0.5486981677917068,0.695499707773232,0.7522553782095768,0.5331564986737399,0.40353982300884955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
63,El Salvador,0.001230594062104382,0.004524248039752652,0.01184842335490976,0.0014313661404870039,0.5624999999999999,0.024062385405613198,0.15254237288135594,0.2872200263504611,0.6118836915297092,0.20242024202420245,0.34932821497120914,0.6678832116788321,0.1961414790996785,0.4666666666666667,0.503030303030303,0.0025177196020162522,0.004380217455082102,0.31460674157303375,0.667,0.2680412371134021,0.41085271317829447,0.2967741935483871,0.3397435897435897,0.1964444444,0.2173913043478261,0.7894736842105263,0.588053553038105,0.005667506297229219,0.7394957983193275,0.5929203539823011,0.59126213592233,0.5612343297974928,0.4272355347749854,0.4642609299097849,0.264367816091954,0.23628318584070795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
70,Fiji,0.001068647626195108,0.0006420643681944723,0.001906067455534719,0.00024161961654113037,0.582720588235294,0.02821066530142494,0.1596045197740113,0.1857707509881423,0.7054361567635904,0.23212321232123215,0.017274472168905944,0.8454987834549877,0.23794212218649524,0.32727272727272727,0.32727272727272727,0.00043700250261800367,0.0010290443889298829,0.3370786516853933,0.537,0.27835051546391754,0.4392764857881137,0.24193548387096775,0.1923076923076923,0.15288888893333336,0.25217391304347825,0.9210526315789473,0.8805355303810505,0.038727959697732996,0.6218487394957981,0.5634218289085549,0.5747572815533979,0.5091610414657667,0.5073056691992988,0.49965301873698825,0.22640730919540225,0.16997050150442478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6
74,French Polynesia,0.0002339421248237977,0.00020006867605617813,0.0029726951023692993,0.00028286904166884973,0.5459558823529411,0.10638787863756907,0.03954802259887005,0.10408432147562582,0.888748419721871,0.09570957095709573,0.2859884836852207,0.8260340632603407,0.5369774919614149,0.38787878787878793,0.38787878787878793,8.164301614785598e-05,0.0006623223064818684,0.3370786516853933,0.559,0.21649484536082475,0.3049095607235142,0.3064516129032258,0.33931623929487176,0.184,0.3484057971304348,0.9820574162679425,0.984552008238929,0.09058564231738035,0.7815126050420165,0.7728613569321534,0.5493203883495146,0.5112825458052074,0.5428404441846874,0.5896368263011798,0.44609490123784257,0.2797050147787611,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
82,Greenland,0.12668469034777016,3.902048646485744e-05,0.0,0.00011338047632551895,0.5220588235294117,0.217495053065505,0.14124293785310735,0.1567852437417655,0.7484197218710492,0.0484048404840484,0.20345489443378117,0.927007299270073,0.30225080385852093,0.3939393939393939,0.3939393939393939,0.0002609744967038402,0.0002764862245850484,0.24719101123595508,0.8640000000000001,0.19587628865979384,0.24547803617571057,0.34838709677419355,0.24230769230769228,0.22044444440000002,0.28289855069565223,1.0,1.0,0.042474811083123426,0.6358543417366944,0.6165191740412981,0.4951456310679612,0.5029893924783028,0.37416715371127995,0.43145963448993757,0.32048334809902734,0.271445427699115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
